CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
AC211,Sunny Guesthouse,Accommodation,4.4,"53 Pham Ngu Lao Street, Ward Pham Ngu Lao, District 1, Ho Chi Minh City",Sunny Guesthouse located at 241/33 Pham Ngu Lao,Sunny Guesthouse is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 47 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Superior Double Bed Room' with 1 queen bed.,,~₫725000/night (approx. $29),0:00,23:59,"10.767576, 106.692761",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882325/AC211.webp
AC212,JW Marriott Hotel & Suites Saigon,Accommodation,4.6,"36 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),0:00,23:59,"10.780941, 106.700568",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882327/AC212.webp
AC213,The Airport Hotel,Accommodation,4.2,"42 Tan Son Nhat Street, Ward 2, Tan Binh District, Ho Chi Minh City","The Airport Hotel located at 11 Cuu Long Street, Ward 2, Tan Binh District",The Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 215 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Standard Double Room without Window' with 1 queen bed. Close to airport|Easy to get around,Close to airport|Easy to get around,~₫575000/night (approx. $23),0:00,23:59,"10.809776, 106.665754",Close to airport|Easy to get around,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882329/AC213.webp
AC214,Orient Paris Landmark Tower Apartment,Accommodation,4.3,"52 Nguyen Binh Khiem Street, Binh Thanh Ward, Binh Thanh District, Ho Chi Minh City",Orient Paris Landmark Tower Apartment located at Landmark 3 Vinhomes Tân Cảng Bình Thạnh Thành phố,Orient Paris Landmark Tower Apartment is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 173 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Landmark Center 1-Bedroom Suite (not 81 Tower)' with 1 queen bed. Great rooms|Great service,Great rooms|Great service,~₫1275000/night (approx. $51),0:00,23:59,"10.794757, 106.720753",Great rooms|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882331/AC214.webp
AC215,Adventure Hotel,Accommodation,4.3,"19 Ly Tu Trong Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Adventure Hotel located at 26/8 Truong Dinh Street, Ben Thanh Ward",Adventure Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 16 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Standard shared bathroom' with 1 queen bed. Clean and tidy|Great service,Clean and tidy|Great service,~₫475000/night (approx. $19),0:00,23:59,"10.772141, 106.696798",Clean and tidy|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882332/AC215.webp
AC216,Elios Hotel,Accommodation,4,"23 Nguyen Van Troi Street, Ward 8, Phu Nhuan District, Ho Chi Minh City",Elios Hotel located at 233 Pham Ngu Lao,Elios Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.0/10 by 57 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Senior Superior Twin Room' with 2 single beds. Great location,Great location,~₫875000/night (approx. $35),0:00,23:59,"10.768178, 106.692596",Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882334/AC216.webp
AC217,Your Homes River Gate Premium,Accommodation,4.7,"6 Ton That Thiep Street, Ward 6, District 4, Ho Chi Minh City",Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),0:00,23:59,"10.76198, 106.69936",Great stay!|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882335/AC217.webp
AC218,Luxury Condotel - Zenity Capitaland,Accommodation,5,"33 Dien Bien Phu Street, Binh Thanh Ward, Binh Thanh District, Ho Chi Minh City","Luxury Condotel - Zenity Capitaland located at 608 Vo Van Kiet, Cau Kho Ward",Luxury Condotel - Zenity Capitaland is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 1 review. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe 2 Br Riverview Condotel In Ho Chi Minh Center' with 1 king bed and 1 double bed.,,~₫2025000/night (approx. $81),0:00,23:59,"10.756059, 106.687512",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882337/AC218.webp
AC219,M Village Living Hoang Van Thu,Accommodation,4.8,"17 Hoang Van Thu Street, Ward 9, Phu Nhuan District, Ho Chi Minh City","M Village Living Hoang Van Thu located at 197/8 Hoang Van Thu Street, Ward 8",M Village Living Hoang Van Thu is a 3-star hotel in Ho Chi Minh City. Rated 9.5/10 by 96 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior' with 1 queen bed. Great rooms|Close to airport,Great rooms|Close to airport,~₫1100000/night (approx. $44),0:00,23:59,"10.798951, 106.673331",Great rooms|Close to airport,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882339/AC219.webp
AC220,Liberty Central Saigon Centre Hotel,Accommodation,4.5,"48 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Liberty Central Saigon Centre Hotel located at 179 Đ. Lê Thánh Tôn,Liberty Central Saigon Centre Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.9/10 by 238 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Executive Deluxe Room' with 1 queen bed or 2 single beds. Convenient location|Clean pool,Convenient location|Clean pool,~₫2925000/night (approx. $117),0:00,23:59,"10.773683, 106.698649",Convenient location|Clean pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882341/AC220.webp
AC221,Ben Thanh Retreats Hotel,Accommodation,4.5,"12 Mac Thi Buoi Street, Ben Thanh Ward, District 1, Ho Chi Minh City","Ben Thanh Retreats Hotel located at 121/39 Le Thi Rieng street, Ben Thanh ward",Ben Thanh Retreats Hotel is a 2-star hotel in Ho Chi Minh City. Rated 9.0/10 by 51 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Room With City View' with 1 queen bed. Great service,Great service,~₫850000/night (approx. $34),0:00,23:59,"10.770246, 106.690727",Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882343/AC221.webp
AC222,InterContinental Grand Ho Tram,Accommodation,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),0:00,23:59,"10.486559, 107.454275",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882345/AC222.webp
AC223,La Truong Cong Dinh Hotel,Accommodation,4.5,"12 Truong Cong Dinh Street, Ward 14, Tan Binh District, Ho Chi Minh City",La Truong Cong Dinh Hotel located at 186 Truong Cong Dinh,"La Truong Cong Dinh Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.9/10 by 11 reviews. Guests praise its location near Near Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh. The most popular room is 'Superior Double Room' with 1 queen bed. ",,~₫400000/night (approx. $16),0:00,23:59,"10.793954, 106.640148",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882347/AC223.webp
AC224,WIN hotel & Apartment,Accommodation,4.6,"45 Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City","WIN hotel & Apartment located at R4-06, Hung Gia 4 Internal Area Road/R4-06 Road No. 2, Phu My Hung Urban Area",WIN hotel & Apartment is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 5 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Deluxe Double Room With Bathtub' with 1 queen bed.,,~₫450000/night (approx. $18),0:00,23:59,"10.733955, 106.710072",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882349/AC224.webp
AC225,S79 Hoa Huong Duong Hotel,Accommodation,4.6,"79 Hoa Huong Duong Street, Ward 12, Phu Nhuan District, Ho Chi Minh City",S79 Hoa Huong Duong Hotel located at 821 Đ. Lê Hồng Phong,S79 Hoa Huong Duong Hotel is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 41 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Queen Room' with 1 queen bed. Great location|Great service,Great location|Great service,~₫425000/night (approx. $17),0:00,23:59,"10.773154, 106.671631",Great location|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882351/AC225.webp
AC226,Little Brick Saigon Hotel,Accommodation,4.2,"21 Ton Duc Thang Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Little Brick Saigon Hotel located at 18 Đ. Bùi Thị Xuân,Little Brick Saigon Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 126 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Standard Double Room with No Window Non-smoking' with 1 double bed. Great location|Great stay!,Great location|Great stay!,~₫525000/night (approx. $21),0:00,23:59,"10.772352, 106.690537",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882353/AC226.webp
AC227,Paragon Saigon Hotel,Accommodation,4.3,"33 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Paragon Saigon Hotel located at 22-24 Thi Sách, Bến Nghé",Paragon Saigon Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 209 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Family Window Room' with 2 queen beds. Great location|Delicious breakfast,Great location|Delicious breakfast,~₫2800000/night (approx. $112),0:00,23:59,"10.778935, 106.704231",Great location|Delicious breakfast,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882355/AC227.webp
AC228,Hato Saigon Boutique Hotel & Rooftop,Accommodation,4.2,"48 Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City","Hato Saigon Boutique Hotel & Rooftop located at 115 - 117 Ton That Dam, Ben Nghe, Dist.1",Hato Saigon Boutique Hotel & Rooftop is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 107 reviews. Guests praise its location near Near Saigon Japan Town | Ho Chi Minh City Centre. The most popular room is 'Executive Queen Room With View' with 1 queen bed. Great service|Great stay!,Great service|Great stay!,~₫1475000/night (approx. $59),0:00,23:59,"10.772155, 106.702711",Great service|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882357/AC228.webp
AC229,Bin Bin Hotel 8 - Near Sunrise City,Accommodation,4.4,"88 Dien Bien Phu Street, Ward 22, Binh Thanh District, Ho Chi Minh City","Bin Bin Hotel 8 - Near Sunrise City located at 16, 1 street, , Tan Hung, Him lam, 7 district",Bin Bin Hotel 8 - Near Sunrise City is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 17 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Superior Room' with 1 queen bed. Clean and tidy|Great service,Clean and tidy|Great service,~₫550000/night (approx. $22),0:00,23:59,"10.741398, 106.699869",Clean and tidy|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882359/AC229.webp
AC230,The 81 Central Condotel,Accommodation,4.3,"720A Dien Bien Phu Street, Ward 22, Binh Thanh District, Ho Chi Minh City",The 81 Central Condotel located at 720a Dien Bien Phu Landmark,The 81 Central Condotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 453 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Deluxe 1-Bedroom Suite(Not LM81Tower)' with 1 queen bed. Great view|Classy environment,Great view|Classy environment,~₫1325000/night (approx. $53),0:00,23:59,"10.79511, 106.7221",Great view|Classy environment,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882361/AC230.webp
AC231,Sheraton Saigon Grand Opera Hotel,Accommodation,4.7,"3-15 Lam Son Square, Ben Nghe Ward, District 1, Ho Chi Minh City","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882364/AC231.webp
AC232,Express by M Village Thach Thi Thanh,Accommodation,4.3,"15 Dinh Cong Trang Street, District 12, Ho Chi Minh City",Express by M Village Thach Thi Thanh located at 17 Thach Thi Thanh,Express by M Village Thach Thi Thanh is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 41 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Studio' with 1 queen bed. Great location|Great stay!,Great location|Great stay!,~₫1050000/night (approx. $42),0:00,23:59,"10.790034, 106.693237",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882366/AC232.webp
AC233,Vinhomes Landmark Sophie House 1 Bed LP,Accommodation,4.3,"10 Nguyen Van Cu Street, Ward 1, District 5, Ho Chi Minh City","Vinhomes Landmark Sophie House 1 Bed LP located at 208 Nguyen Huu Canh, Phuong 22",Vinhomes Landmark Sophie House 1 Bed LP is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 19 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Standard Garden view Single room' with 1 king bed.,,~₫975000/night (approx. $39),0:00,23:59,"10.795544, 106.719232",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882368/AC233.webp
AC234,M Village Living Cuu Long,Accommodation,4.2,"25 Cuu Long Street, Ward 1, District 5, Ho Chi Minh City","M Village Living Cuu Long located at 44A Cuu Long Street, Ward 2",M Village Living Cuu Long is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 111 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Standard Studio' with 1 queen bed. Clean and tidy|Convenient location,Clean and tidy|Convenient location,~₫825000/night (approx. $33),0:00,23:59,"10.810242, 106.667353",Clean and tidy|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882370/AC234.webp
AC235,Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai,Accommodation,4.1,"2 Pham Van Hai Street, Tan Binh Ward, Tan Binh District, Ho Chi Minh City",Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai located at 34 Ngô Thị Thu Minh,Airport Saigon Hotel - Gan am thuc dem cho Pham Van Hai is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 125 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Deluxe Double Room' with 1 queen bed. Great service|Clean and tidy,Great service|Clean and tidy,~₫550000/night (approx. $22),0:00,23:59,"10.796201, 106.66313",Great service|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882372/AC235.webp
AC236,JW Marriott Hotel & Suites Saigon,Accommodation,4.6,"36 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),0:00,23:59,"10.780941, 106.700568",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882374/AC236.webp
AC237,M Village Living Ly Chinh Thang,Accommodation,4.7,"33 Ly Chinh Thang Street, Ward 7, District 3, Ho Chi Minh City","M Village Living Ly Chinh Thang located at 127 Lý Chính Thắng, Phường Võ Thị Sáu",M Village Living Ly Chinh Thang is a 3-star hotel in Ho Chi Minh City. Rated 9.3/10 by 27 reviews. Guests praise its location near Near SAIGON POKER ROOM. The most popular room is 'One-Bedroom Apartment' with 1 queen bed. Clean and tidy|Great location,Clean and tidy|Great location,~₫800000/night (approx. $32),0:00,23:59,"10.786571, 106.685325",Clean and tidy|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882377/AC237.webp
AC238,Silk Hotel near Tan Son Nhat Airport,Accommodation,4.3,"58 Truong Son Street, Ward 2, Tan Binh District, Ho Chi Minh City",Silk Hotel near Tan Son Nhat Airport located at 54/35 Bach Dang,Silk Hotel near Tan Son Nhat Airport is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 29 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Deluxe Room' with 1 queen bed. Close to airport|Clean and tidy,Close to airport|Clean and tidy,~₫600000/night (approx. $24),0:00,23:59,"10.813292, 106.671978",Close to airport|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882379/AC238.webp
AC239,A25 Hotel - 65G Nguyen Thai Hoc,Accommodation,4.3,"65G Nguyen Thai Hoc Street, Ward 7, Ba Dinh District, Hanoi","A25 Hotel - 65G Nguyen Thai Hoc located at 65G Nguyen Thai Hoc, Cau Ong Lanh",A25 Hotel - 65G Nguyen Thai Hoc is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 24 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room' with 1 queen bed. Great location|Great value for money,Great location|Great value for money,~₫625000/night (approx. $25),0:00,23:59,"10.766428, 106.696052",Great location|Great value for money,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882382/AC239.webp
AC240,Bin Bin Hotel 14 - Near Vstar School D7,Accommodation,4.8,"14 Luong Huu Khanh Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Bin Bin Hotel 14 - Near Vstar School D7 located at No 15 Đ. Street 6, Tan Hung",Bin Bin Hotel 14 - Near Vstar School D7 is a 2-star hotel in Ho Chi Minh City. Rated 9.7/10 by 3 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Standard Room' with 1 queen bed.,,~₫525000/night (approx. $21),0:00,23:59,"10.742556, 106.699453",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882384/AC240.webp
AC241,Your Homes River Gate Premium,Accommodation,4.7,"720A Dien Bien Phu Street, Ward 22, Binh Thanh District, Ho Chi Minh City",Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),0:00,23:59,"10.76198, 106.69936",Great stay!|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882387/AC241.webp
AC242,RichLane Residences,Accommodation,4.6,"29 Ton Duc Thang Street, Ben Nghe Ward, District 1, Ho Chi Minh City","RichLane Residences located at 1056A Nguyen Van Linh Boulevard, Tan",RichLane Residences is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'One Bedroom Deluxe' with 1 queen bed. Great stay!|Great rooms,Great stay!|Great rooms,~₫2400000/night (approx. $96),0:00,23:59,"10.73028, 106.70455",Great stay!|Great rooms,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882389/AC242.webp
AC243,Nexus Nguyen Binh Khiem,Accommodation,4.5,"50 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City",Nexus Nguyen Binh Khiem located at 111 Nguyen Binh Khiem,Nexus Nguyen Binh Khiem is a 3-star hotel in Ho Chi Minh City. Rated 9.1/10 by 1 review. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Superior Double Room' with 1 queen bed.,,~₫1000000/night (approx. $40),0:00,23:59,"10.791622, 106.7",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882393/AC243.webp
AC244,A25 Hotel - 14 Luong Huu Khanh,Accommodation,4.3,"14 Luong Huu Khanh Street, Ben Nghe Ward, District 1, Ho Chi Minh City",A25 Hotel - 14 Luong Huu Khanh located at 14 Lương Hữu Khánh,A25 Hotel - 14 Luong Huu Khanh is a 2-star hotel in Ho Chi Minh City. Rated 8.7/10 by 47 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Double' with 1 queen bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫825000/night (approx. $33),0:00,23:59,"10.769913, 106.686392",Great stay!|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882396/AC244.webp
AC245,Stay Thao Dien I,Accommodation,4.8,"123 Thao Dien Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City","Stay Thao Dien I located at 11  1St, Thao Dien",Stay Thao Dien I is a 3-star hotel in Ho Chi Minh City. Rated 9.7/10 by . Guests praise its location near Near The Saigon International University | Thao Dien. The most popular room is 'Standard King Room' with 1 king bed.,,~₫650000/night (approx. $26),0:00,23:59,"10.808613, 106.733699",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882399/AC245.webp
AC246,InterContinental Grand Ho Tram,Accommodation,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),0:00,23:59,"10.486559, 107.454275",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882402/AC246.webp
AC247,Amanaki Saigon Boutique Hotel,Accommodation,4.5,"12 Le Thi Hong Gam Street, Ben Thanh Ward, District 1, Ho Chi Minh City","Amanaki Saigon Boutique Hotel located at 65 Đ. Hồ Tùng Mậu, Bến Nghé",Amanaki Saigon Boutique Hotel is a 4-star hotel in Ho Chi Minh City. Rated 9.0/10 by 100 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Deluxe Twin Room' with 2 single beds. Great service|Delicious breakfast,Great service|Delicious breakfast,~₫2500000/night (approx. $100),0:00,23:59,"10.771728, 106.703911",Great service|Delicious breakfast,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882405/AC247.webp
AC248,Garden Plaza Saigon (Formerly PARKROYAL Saigon),Accommodation,4.6,"35 Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City",Garden Plaza Saigon (Formerly PARKROYAL Saigon) located at 309B-311 Nguyen Van Troi Street,Garden Plaza Saigon (Formerly PARKROYAL Saigon) is a 4-star hotel in Ho Chi Minh City. Rated 9.2/10 by 164 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Deluxe Double Room' with 1 queen bed. Easy to get around|Close to airport,Easy to get around|Close to airport,~₫2000000/night (approx. $80),0:00,23:59,"10.799763, 106.668105",Easy to get around|Close to airport,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882407/AC248.webp
AC249,TAGO AMBER,Accommodation,4.5,"18 Nguyen Thi Minh Khai Street, Dakao Ward, District 1, Ho Chi Minh City",TAGO AMBER located at 135/44 TRAN HUNG DAO ST,TAGO AMBER is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 20 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Comfort Studio' with 1 queen bed.,,~₫550000/night (approx. $22),0:00,23:59,"10.765939, 106.695582",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882409/AC249.webp
AC250,Gia Vien Hotel,Accommodation,4.2,"42 Le Lai Street, Ben Thanh Ward, District 1, Ho Chi Minh City","Gia Vien Hotel located at Phạm Ngũ Lão, Đ. Phạm Ngũ Lão",Gia Vien Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 72 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Room(No Window)' with 1 double bed. Great location|Clean and tidy,Great location|Clean and tidy,~₫525000/night (approx. $21),0:00,23:59,"10.768657, 106.694079",Great location|Clean and tidy,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882412/AC250.webp
AC251,Mia Saigon - Luxury Boutique Hotel,Accommodation,4.5,"22 Ton Duc Thang Street, Ben Nghe Ward, District 1, Ho Chi Minh City","Mia Saigon – Luxury Boutique Hotel located at No. 2-4, Street 10, An Phu",Mia Saigon – Luxury Boutique Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.0/10 by 100 reviews. Guests praise its location near Near Sen Viet Fine-Arts Enterprise | An Phu Ward. The most popular room is 'Deluxe Twin Room River Front' with 2 single beds. Great service|Delicious breakfast,Great service|Delicious breakfast,~₫4400000/night (approx. $176),0:00,23:59,"10.81012, 106.750853",Great service|Delicious breakfast,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882414/AC251.webp
AC252,Sunrise City - Signature Stays,Accommodation,4.7,"120 Nguyen Van Linh Boulevard, Tan Phu Ward, District 7, Ho Chi Minh City","Sunrise City - Signature Stays located at 33 Nguyen Huu Tho, Tan Hung",Sunrise City - Signature Stays is a 3-star hotel in Ho Chi Minh City. Rated 9.3/10 by 23 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio Apartment' with 1 queen bed.,,~₫1700000/night (approx. $68),0:00,23:59,"10.746005, 106.701503",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882417/AC252.webp
